itemid,hotelname,hotelid,roomtype_tokens_str,amenity_vector
494,Almwellness-Resort Tuffbad,349269,double,"{'carpeting', 'hair dryer', 'slippers', 'closet', 'safebox', 'towels', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms'}"
495,Almwellness-Resort Tuffbad,349269,double,"{'safebox', 'telephone', 'carpeting', 'seating area', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'closet', 'towels', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'bathrobes'}"
496,Almwellness-Resort Tuffbad,349269,chalet,"{'safebox', 'telephone', 'seating area', 'hair dryer', 'toiletries', 'heating', 'towels', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'bathrobes'}"
497,Hotel garni Moserhof,355865,apartment,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'kitchenware', 'safebox', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'shower', 'free wi-fi in all rooms'}"
498,Hotel garni Moserhof,355865,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'safebox', 'refrigerator', 'towels', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'heating', 'free wi-fi in all rooms'}"
499,Hotel garni Moserhof,355865,single,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'safebox', 'refrigerator', 'towels', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
500,Hotel garni Moserhof,355865,suite,"{'hair dryer', 'alarm clock', 'closet', 'separate dining area', 'kitchenware', 'safebox', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
501,La Pura Womens Health Resort Kamptal,359963,double,"{'hair dryer', 'slippers', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'free bottled water', 'telephone', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms'}"
502,La Pura Womens Health Resort Kamptal,359963,double,"{'hair dryer', 'slippers', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'free bottled water', 'telephone', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms'}"
503,La Pura Womens Health Resort Kamptal,359963,suite,"{'hair dryer', 'slippers', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'free bottled water', 'telephone', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
504,Gasthof Hotel Post,364386,superior,"{'carpeting', 'hair dryer', 'slippers', 'closet', 'kitchenware', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'telephone', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'full kitchen', 'smoke detector', 'seating area', 'toiletries', 'heating', 'dishwasher', 'free wi-fi in all rooms'}"
505,Gasthof Hotel Post,364386,apartment,"{'carpeting', 'hair dryer', 'slippers', 'closet', 'kitchenware', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'telephone', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'full kitchen', 'smoke detector', 'seating area', 'toiletries', 'heating', 'dishwasher', 'free wi-fi in all rooms'}"
506,Gasthof Hotel Post,364386,studio,"{'carpeting', 'hair dryer', 'slippers', 'closet', 'kitchenware', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'full kitchen', 'smoke detector', 'seating area', 'toiletries', 'heating', 'dishwasher', 'free wi-fi in all rooms'}"
507,Gasthof Hotel Post,364386,family,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'hair dryer', 'slippers', 'heating', 'toiletries', 'closet', 'towels', 'free bottled water', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'interconnecting rooms'}"
508,Gasthof Hotel Post,364386,single,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'hair dryer', 'slippers', 'heating', 'toiletries', 'closet', 'towels', 'free bottled water', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
509,Gasthof Hotel Post,364386,double,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'hair dryer', 'slippers', 'heating', 'toiletries', 'closet', 'towels', 'free bottled water', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
510,Gasthof Hotel Post,364386,triple,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'hair dryer', 'slippers', 'heating', 'toiletries', 'closet', 'towels', 'free bottled water', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
511,Gasthof Hotel Post,364386,double,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'hair dryer', 'slippers', 'heating', 'toiletries', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
512,Hotel Bergzeit,367171,family,"{'carpeting', 'hair dryer', 'slippers', 'closet', 'additional bathroom', 'safebox', 'towels', 'free bottled water', 'telephone', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'clothes dryer', 'free wi-fi in all rooms', 'interconnecting rooms'}"
513,Hotel Bergzeit,367171,double,"{'carpeting', 'hair dryer', 'slippers', 'closet', 'additional bathroom', 'safebox', 'towels', 'free bottled water', 'telephone', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'clothes dryer', 'free wi-fi in all rooms'}"
514,Hotel Bergzeit,367171,double,"{'carpeting', 'hair dryer', 'slippers', 'closet', 'additional bathroom', 'safebox', 'towels', 'free bottled water', 'telephone', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'clothes dryer', 'free wi-fi in all rooms'}"
515,Hotel Bergzeit,367171,single,"{'carpeting', 'hair dryer', 'slippers', 'closet', 'additional bathroom', 'safebox', 'towels', 'free bottled water', 'telephone', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'clothes dryer', 'free wi-fi in all rooms'}"
516,Hotel Exel,368193,double,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'woodenparqueted flooring', 'closet', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'interconnecting rooms'}"
517,Hotel Exel,368193,single,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'woodenparqueted flooring', 'closet', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
518,Hotel Kaiservilla,368779,double,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'fan'}"
519,Hotel Kaiservilla,368779,double,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'fan'}"
520,Hotel Kaiservilla,368779,double,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'fan'}"
521,Hotel Kaiservilla,368779,single,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'fan'}"
522,Hotel Post Honigwirt,370028,double,"{'carpeting', 'hair dryer', 'closet', 'separate dining area', 'safebox', 'wake-up service', 'towels', 'telephone', 'ironing facilities', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'high chair', 'toiletries', 'heating', 'free wi-fi in all rooms'}"
523,Hotel Servus Europa Suben,370711,double,"{'safebox', 'smoke detector', 'carpeting', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
524,Hotel Servus Europa Suben,370711,family,"{'safebox', 'smoke detector', 'carpeting', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
525,Hotel Servus Europa Suben,370711,single,"{'safebox', 'smoke detector', 'carpeting', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
526,Hotel Servus Europa Suben,370711,triple,"{'safebox', 'smoke detector', 'carpeting', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
527,Hotel Vinothek Schwarzer Adler,371394,double,"{'safebox', 'smoke detector', 'telephone', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
528,Hotel Vinothek Schwarzer Adler,371394,single,"{'safebox', 'smoke detector', 'telephone', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'free bottled water', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
529,Landhotel Stockerwirt,381887,double,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
530,Landhotel Stockerwirt,381887,family,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'dvdcd player', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
531,Landhotel Stockerwirt,381887,double,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'dvdcd player', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
532,Landhotel Stockerwirt,381887,family,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'interconnecting rooms'}"
533,Landhotel Stockerwirt,381887,double,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms'}"
534,Hotel Krone Langenegg,383927,suite,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'telephone', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms'}"
535,Hotel Krone Langenegg,383927,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
536,Hotel Krone Langenegg,383927,single,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'telephone', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
537,Hotel Gasthof Brauwirt,387309,quadruple,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping'}"
538,Hotel Gasthof Brauwirt,387309,double,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping'}"
539,Hotel Gasthof Brauwirt,387309,triple,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping'}"
540,Hotel Gasthof Brauwirt,387309,single,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains'}"
541,Hotel Gasthof Brauwirt,387309,twin,"{'safebox', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping'}"
542,Hotel Gasthof Brauwirt,387309,double,"{'safebox', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains'}"
543,Hotel Gasthof Brauwirt,387309,single,"{'safebox', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains'}"
544,Hochberghaus,390137,double,"{'carpeting', 'hair dryer', 'closet', 'separate dining area', 'safebox', 'refrigerator', 'towels', 'minibar', 'tv [flat screen]', 'telephone', 'ironing facilities', 'additional toilet', 'linens', 'sofa', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'washing machine', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'clothes dryer', 'free wi-fi in all rooms', 'interconnecting rooms'}"
545,Olerhof,390216,double,"{'safebox', 'smoke detector', 'heating', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
